model,classifier,fs_config,accuracy,sensitivity,specificity,f1,auc,TP,TN,FP,FN
InceptionV3,LogReg_l1_C0.1,ANOVA200_PCA15,0.6625,0.3793,0.8235,0.4490,0.6085,11,42,9,18
InceptionV3,LogReg_l1_C0.1,ANOVA200_PCA20,0.6625,0.3793,0.8235,0.4490,0.6085,11,42,9,18
InceptionV3,LogReg_l1_C0.1,ANOVA200_PCA30,0.6625,0.3793,0.8235,0.4490,0.6085,11,42,9,18
InceptionV3,LogReg_l1_C0.1,ANOVA200_PCA5,0.6625,0.3793,0.8235,0.4490,0.6085,11,42,9,18
DenseNet121,MLP_64,PCA30,0.6625,0.3793,0.8235,0.4490,0.6078,11,42,9,18
InceptionV3,SVM_C1,ANOVA20,0.6625,0.3793,0.8235,0.4490,0.6038,11,42,9,18
DenseNet121,MLP_64,ANOVA50_PCA5,0.6625,0.3793,0.8235,0.4490,0.6011,11,42,9,18
InceptionV3,MLP_128_64_reg,ANOVA50_PCA10,0.6625,0.3793,0.8235,0.4490,0.6004,11,42,9,18
ResNet50,SVM_C1,PCA20,0.6625,0.3793,0.8235,0.4490,0.6004,11,42,9,18
DenseNet121,MLP_32_16,PCA30,0.6625,0.3793,0.8235,0.4490,0.5957,11,42,9,18
InceptionV3,RF_100,ANOVA50_PCA10,0.6625,0.3793,0.8235,0.4490,0.5940,11,42,9,18
ResNet50,ExtraTrees_100,ANOVA100_PCA15,0.6625,0.3793,0.8235,0.4490,0.5879,11,42,9,18
DenseNet121,MLP_64_reg,ANOVA50_PCA30,0.6625,0.3793,0.8235,0.4490,0.5855,11,42,9,18
ResNet50,QDA,ANOVA100_PCA20,0.6625,0.3793,0.8235,0.4490,0.5849,11,42,9,18
DenseNet121,MLP_64_reg,ANOVA100_PCA15,0.6625,0.3793,0.8235,0.4490,0.5774,11,42,9,18
DenseNet121,MLP_64_reg,ANOVA50_PCA10,0.6625,0.3793,0.8235,0.4490,0.5754,11,42,9,18
DenseNet121,MLP_64_tanh,ANOVA100_PCA10,0.6625,0.3793,0.8235,0.4490,0.5747,11,42,9,18
DenseNet121,MLP_128_64,ANOVA100_PCA10,0.6625,0.3793,0.8235,0.4490,0.5734,11,42,9,18
DenseNet121,MLP_32,ANOVA50_PCA20,0.6625,0.3793,0.8235,0.4490,0.5625,11,42,9,18
InceptionV3,MLP_32_16,PCA50,0.6625,0.3793,0.8235,0.4490,0.5605,11,42,9,18
ResNet50,RF_500,PCA5,0.6625,0.3793,0.8235,0.4490,0.5592,11,42,9,18
DenseNet121,MLP_128,ANOVA200_PCA20,0.6625,0.3793,0.8235,0.4490,0.5585,11,42,9,18
DenseNet121,MLP_32_16,ANOVA100_PCA15,0.6625,0.3793,0.8235,0.4490,0.5524,11,42,9,18
DenseNet121,MLP_64,ANOVA100_PCA15,0.6625,0.3793,0.8235,0.4490,0.5510,11,42,9,18
DenseNet121,MLP_128_64_reg,ANOVA100_PCA15,0.6625,0.3793,0.8235,0.4490,0.5470,11,42,9,18
DenseNet121,MLP_128,ANOVA100_PCA15,0.6625,0.3793,0.8235,0.4490,0.5463,11,42,9,18
DenseNet121,SVM_C1,PCA10,0.6625,0.3448,0.8431,0.4255,0.6876,10,43,8,19
DenseNet121,SVM_C0.1,ANOVA10,0.6625,0.3448,0.8431,0.4255,0.6572,10,43,8,19
InceptionV3,GaussianNB,ANOVA100_PCA20,0.6625,0.3448,0.8431,0.4255,0.6511,10,43,8,19
InceptionV3,GaussianNB,ANOVA100_PCA15,0.6625,0.3448,0.8431,0.4255,0.6383,10,43,8,19
DenseNet121,SVM_C0.5,ANOVA50_PCA5,0.6625,0.3448,0.8431,0.4255,0.6329,10,43,8,19
InceptionV3,RF_100,ANOVA50,0.6625,0.3448,0.8431,0.4255,0.6281,10,43,8,19
InceptionV3,RF_100,ANOVA100,0.6625,0.3448,0.8431,0.4255,0.6207,10,43,8,19
ResNet50,GBM_100,PCA15,0.6625,0.3448,0.8431,0.4255,0.6139,10,43,8,19
DenseNet121,SVM_C1,ANOVA200_PCA10,0.6625,0.3448,0.8431,0.4255,0.6133,10,43,8,19
DenseNet121,SVM_C1,ANOVA200_PCA30,0.6625,0.3448,0.8431,0.4255,0.6051,10,43,8,19
DenseNet121,NearestCentroid,ANOVA20,0.6625,0.3448,0.8431,0.4255,0.6045,10,43,8,19
DenseNet121,SVM_C1,ANOVA200,0.6625,0.3448,0.8431,0.4255,0.6045,10,43,8,19
DenseNet121,SVM_C1,ANOVA200_PCA15,0.6625,0.3448,0.8431,0.4255,0.6045,10,43,8,19
DenseNet121,SVM_C1,ANOVA200_PCA20,0.6625,0.3448,0.8431,0.4255,0.6038,10,43,8,19
ResNet50,SVM_C0.5,PCA30,0.6625,0.3448,0.8431,0.4255,0.6038,10,43,8,19
DenseNet121,QDA,ANOVA50_PCA5,0.6625,0.3448,0.8431,0.4255,0.6011,10,43,8,19
DenseNet121,QDA,ANOVA100_PCA15,0.6625,0.3448,0.8431,0.4255,0.5997,10,43,8,19
ResNet50,GBM_200,PCA15,0.6625,0.3448,0.8431,0.4255,0.5984,10,43,8,19
InceptionV3,RF_500,ANOVA50_PCA20,0.6625,0.3448,0.8431,0.4255,0.5957,10,43,8,19
InceptionV3,RF_500,ANOVA50_PCA15,0.6625,0.3448,0.8431,0.4255,0.5953,10,43,8,19
InceptionV3,RF_500,ANOVA200_PCA15,0.6625,0.3448,0.8431,0.4255,0.5940,10,43,8,19
ResNet50,ExtraTrees_100,ANOVA100_PCA20,0.6625,0.3448,0.8431,0.4255,0.5865,10,43,8,19
InceptionV3,SVM_C10,PCA50,0.6625,0.3448,0.8431,0.4255,0.5828,10,43,8,19
ResNet50,RF_100,PCA5,0.6625,0.3448,0.8431,0.4255,0.5703,10,43,8,19
InceptionV3,ExtraTrees_100,ANOVA50_PCA10,0.6625,0.3448,0.8431,0.4255,0.5649,10,43,8,19
ResNet50,QDA,PCA15,0.6625,0.3448,0.8431,0.4255,0.5247,10,43,8,19
InceptionV3,LDA,ANOVA10,0.6625,0.3448,0.8431,0.4255,0.5179,10,43,8,19
DenseNet121,NearestCentroid,ANOVA200_PCA10,0.6625,0.3103,0.8627,0.4000,0.6876,9,44,7,20
DenseNet121,NearestCentroid,ANOVA200_PCA15,0.6625,0.3103,0.8627,0.4000,0.6518,9,44,7,20
DenseNet121,NearestCentroid,ANOVA200_PCA5,0.6625,0.3103,0.8627,0.4000,0.6477,9,44,7,20
InceptionV3,GaussianNB,ANOVA100_PCA30,0.6625,0.3103,0.8627,0.4000,0.6281,9,44,7,20
DenseNet121,RF_100,PCA20,0.6625,0.3103,0.8627,0.4000,0.6264,9,44,7,20
DenseNet121,RF_100,ANOVA50_PCA15,0.6625,0.3103,0.8627,0.4000,0.6231,9,44,7,20
DenseNet121,GaussianNB,ANOVA100_PCA15,0.6625,0.3103,0.8627,0.4000,0.6166,9,44,7,20
DenseNet121,NearestCentroid,ANOVA200_PCA20,0.6625,0.3103,0.8627,0.4000,0.6146,9,44,7,20
InceptionV3,RF_500,ANOVA50,0.6625,0.3103,0.8627,0.4000,0.5997,9,44,7,20
InceptionV3,ExtraTrees_100,ANOVA200,0.6625,0.3103,0.8627,0.4000,0.5967,9,44,7,20
ResNet50,SVM_C10,PCA50,0.6625,0.3103,0.8627,0.4000,0.5943,9,44,7,20
DenseNet121,NearestCentroid,ANOVA200_PCA30,0.6625,0.3103,0.8627,0.4000,0.5903,9,44,7,20
ResNet50,ExtraTrees_100,PCA15,0.6625,0.3103,0.8627,0.4000,0.5886,9,44,7,20
InceptionV3,ExtraTrees_100,ANOVA100,0.6625,0.3103,0.8627,0.4000,0.5805,9,44,7,20
InceptionV3,QDA,ANOVA200_PCA20,0.6625,0.3103,0.8627,0.4000,0.5720,9,44,7,20
InceptionV3,LDA,PCA20,0.6625,0.3103,0.8627,0.4000,0.5544,9,44,7,20
InceptionV3,MLP_128,PCA50,0.6625,0.3103,0.8627,0.4000,0.5450,9,44,7,20
DenseNet121,NearestCentroid,ANOVA200,0.6625,0.3103,0.8627,0.4000,0.5406,9,44,7,20
ResNet50,SVM_C0.1,ANOVA100_PCA15,0.6625,0.2759,0.8824,0.3721,0.6504,8,45,6,21
DenseNet121,RF_500,ANOVA50_PCA20,0.6625,0.2759,0.8824,0.3721,0.6440,8,45,6,21
ResNet50,RF_100,PCA15,0.6625,0.2759,0.8824,0.3721,0.6149,8,45,6,21
InceptionV3,SVM_C0.5,ANOVA200,0.6625,0.2759,0.8824,0.3721,0.6126,8,45,6,21
InceptionV3,SVM_C0.5,ANOVA200_PCA30,0.6625,0.2759,0.8824,0.3721,0.6126,8,45,6,21
DenseNet121,ExtraTrees_100,ANOVA100_PCA15,0.6625,0.2759,0.8824,0.3721,0.6085,8,45,6,21
InceptionV3,SVM_C0.5,ANOVA200_PCA20,0.6625,0.2759,0.8824,0.3721,0.6078,8,45,6,21
DenseNet121,ExtraTrees_100,PCA15,0.6625,0.2759,0.8824,0.3721,0.5906,8,45,6,21
InceptionV3,RF_100,ANOVA50_PCA30,0.6625,0.2759,0.8824,0.3721,0.5859,8,45,6,21
InceptionV3,NearestCentroid,ANOVA50_PCA5,0.6625,0.2759,0.8824,0.3721,0.5808,8,45,6,21
DenseNet121,GaussianNB,ANOVA200,0.6625,0.2759,0.8824,0.3721,0.5747,8,45,6,21
InceptionV3,QDA,PCA20,0.6625,0.2759,0.8824,0.3721,0.4861,8,45,6,21
InceptionV3,ExtraTrees_100,PCA5,0.6625,0.2759,0.8824,0.3721,0.4557,8,45,6,21
ResNet50,SVM_C0.1,ANOVA200_PCA10,0.6625,0.2414,0.9020,0.3415,0.6254,7,46,5,22
InceptionV3,SVM_C1,PCA20,0.6625,0.2414,0.9020,0.3415,0.6187,7,46,5,22
ResNet50,SVM_C0.1,ANOVA50_PCA20,0.6625,0.2414,0.9020,0.3415,0.6119,7,46,5,22
InceptionV3,NearestCentroid,ANOVA100,0.6625,0.2414,0.9020,0.3415,0.6058,7,46,5,22
ResNet50,ExtraTrees_100,PCA20,0.6625,0.2414,0.9020,0.3415,0.5980,7,46,5,22
InceptionV3,NearestCentroid,ANOVA100_PCA30,0.6625,0.2414,0.9020,0.3415,0.5936,7,46,5,22
InceptionV3,SVM_C1,PCA50,0.6625,0.2414,0.9020,0.3415,0.5930,7,46,5,22
InceptionV3,NearestCentroid,ANOVA100_PCA5,0.6625,0.2414,0.9020,0.3415,0.5707,7,46,5,22
InceptionV3,NearestCentroid,ANOVA100_PCA20,0.6625,0.2414,0.9020,0.3415,0.5578,7,46,5,22
InceptionV3,NearestCentroid,ANOVA100_PCA15,0.6625,0.2414,0.9020,0.3415,0.5558,7,46,5,22
DenseNet121,RF_100,PCA15,0.6625,0.2414,0.9020,0.3415,0.5497,7,46,5,22
InceptionV3,NearestCentroid,ANOVA100_PCA10,0.6625,0.2414,0.9020,0.3415,0.5477,7,46,5,22
InceptionV3,GBM_200,PCA30,0.6625,0.2414,0.9020,0.3415,0.5145,7,46,5,22
ResNet50,SVM_C0.1,ANOVA200_PCA15,0.6625,0.2069,0.9216,0.3077,0.6193,6,47,4,23
InceptionV3,SVM_C0.1,ANOVA20,0.6625,0.2069,0.9216,0.3077,0.6153,6,47,4,23
InceptionV3,SVM_C0.1_calibrated,PCA10,0.6625,0.2069,0.9216,0.3077,0.5538,6,47,4,23
InceptionV3,SVM_C0.5,PCA15,0.6625,0.2069,0.9216,0.3077,0.5531,6,47,4,23
ResNet50,SVM_C0.1_calibrated,PCA5,0.6625,0.2069,0.9216,0.3077,0.5030,6,47,4,23
DenseNet121,QDA,PCA5,0.6625,0.2069,0.9216,0.3077,0.3729,6,47,4,23
ResNet50,SVM_C0.1,ANOVA50_PCA30,0.6625,0.1724,0.9412,0.2703,0.6085,5,48,3,24
InceptionV3,SVM_C0.1,ANOVA50_PCA10,0.6625,0.1724,0.9412,0.2703,0.6045,5,48,3,24
InceptionV3,SVM_C0.1,ANOVA50_PCA20,0.6625,0.1724,0.9412,0.2703,0.5991,5,48,3,24
InceptionV3,SVM_C0.1,ANOVA50_PCA15,0.6625,0.1724,0.9412,0.2703,0.5970,5,48,3,24
ResNet50,SVM_C0.1_calibrated,PCA10,0.6625,0.1724,0.9412,0.2703,0.5767,5,48,3,24
ResNet50,SVM_C0.1_calibrated,PCA20,0.6625,0.1724,0.9412,0.2703,0.5734,5,48,3,24
InceptionV3,RF_500,PCA30,0.6625,0.1379,0.9608,0.2286,0.6014,4,49,2,25
InceptionV3,ExtraTrees_100,PCA50,0.6625,0.1379,0.9608,0.2286,0.5625,4,49,2,25
ResNet50,SVM_C0.1_calibrated,PCA30,0.6625,0.1379,0.9608,0.2286,0.5477,4,49,2,25
ResNet50,SVM_poly3_C0.1,PCA50,0.6625,0.0690,1.0000,0.1290,0.6227,2,51,0,27
ResNet50,SVM_poly2_C0.1,PCA30,0.6625,0.0690,1.0000,0.1290,0.5896,2,51,0,27
DenseNet121,SGD_hinge,ANOVA50_PCA5,0.6500,0.6897,0.6275,0.5882,0.6531,20,32,19,9
DenseNet121,SGD_perceptron,ANOVA10,0.6500,0.6552,0.6471,0.5758,0.6707,19,33,18,10
DenseNet121,SGD_hinge,PCA30,0.6500,0.6552,0.6471,0.5758,0.6606,19,33,18,10
DenseNet121,SGD_modified_huber,PCA10,0.6500,0.6552,0.6471,0.5758,0.6511,19,33,18,10
InceptionV3,SGD_modified_huber,ANOVA100_PCA15,0.6500,0.6552,0.6471,0.5758,0.6511,19,33,18,10
DenseNet121,SGD_perceptron,ANOVA100_PCA30,0.6500,0.6552,0.6471,0.5758,0.6254,19,33,18,10
DenseNet121,SGD_perceptron,PCA30,0.6500,0.6207,0.6667,0.5625,0.6383,18,34,17,11
ResNet50,LogReg_C0.1,ANOVA200_PCA5,0.6500,0.6207,0.6667,0.5625,0.6369,18,34,17,11
ResNet50,Ridge,ANOVA200_PCA10,0.6500,0.6207,0.6667,0.5625,0.6342,18,34,17,11
ResNet50,Ridge_0.1,ANOVA200_PCA10,0.6500,0.6207,0.6667,0.5625,0.6342,18,34,17,11
ResNet50,LogReg_l1_C1,ANOVA200_PCA5,0.6500,0.6207,0.6667,0.5625,0.6329,18,34,17,11
ResNet50,LogReg_l1_C1,PCA10,0.6500,0.6207,0.6667,0.5625,0.6322,18,34,17,11
ResNet50,GBM_200,ANOVA20,0.6500,0.6207,0.6667,0.5625,0.6133,18,34,17,11
DenseNet121,PassiveAggressive,PCA15,0.6500,0.5862,0.6863,0.5484,0.6741,17,35,16,12
InceptionV3,SVM_linear_C1,ANOVA100_PCA10,0.6500,0.5862,0.6863,0.5484,0.6484,17,35,16,12
InceptionV3,LogReg_C10,ANOVA100,0.6500,0.5862,0.6863,0.5484,0.6471,17,35,16,12
ResNet50,LogReg_C0.1,ANOVA200_PCA10,0.6500,0.5862,0.6863,0.5484,0.6288,17,35,16,12
ResNet50,Ridge_10,ANOVA10,0.6500,0.5862,0.6863,0.5484,0.6261,17,35,16,12
ResNet50,LogReg_C1,ANOVA100_PCA5,0.6500,0.5862,0.6863,0.5484,0.6214,17,35,16,12
ResNet50,LogReg_l1_C1,ANOVA100_PCA5,0.6500,0.5862,0.6863,0.5484,0.6173,17,35,16,12
ResNet50,MLP_32_16,ANOVA50_PCA5,0.6500,0.5862,0.6863,0.5484,0.6072,17,35,16,12
ResNet50,SVM_linear_C1,ANOVA200_PCA15,0.6500,0.5862,0.6863,0.5484,0.6045,17,35,16,12
ResNet50,LogReg_elasticnet_C0.1,ANOVA100_PCA5,0.6500,0.5862,0.6863,0.5484,0.6031,17,35,16,12
ResNet50,LogReg_elasticnet_C0.1,ANOVA100_PCA10,0.6500,0.5862,0.6863,0.5484,0.5970,17,35,16,12
ResNet50,LogReg_elasticnet_C0.1,ANOVA20,0.6500,0.5862,0.6863,0.5484,0.5862,17,35,16,12
ResNet50,LogReg_l1_C0.1,ANOVA100_PCA5,0.6500,0.5862,0.6863,0.5484,0.5761,17,35,16,12
ResNet50,LogReg_l1_C0.1,ANOVA100_PCA10,0.6500,0.5862,0.6863,0.5484,0.5720,17,35,16,12
ResNet50,LogReg_elasticnet_C0.1,ANOVA100,0.6500,0.5862,0.6863,0.5484,0.5666,17,35,16,12
DenseNet121,AdaBoost_100,ANOVA100,0.6500,0.5517,0.7059,0.5333,0.6518,16,36,15,13
ResNet50,MLP_64,PCA15,0.6500,0.5517,0.7059,0.5333,0.6457,16,36,15,13
ResNet50,MLP_64_reg,PCA15,0.6500,0.5517,0.7059,0.5333,0.6444,16,36,15,13
InceptionV3,GBM_100,ANOVA200_PCA5,0.6500,0.5517,0.7059,0.5333,0.6423,16,36,15,13
ResNet50,SVM_linear_C0.1,ANOVA100_PCA5,0.6500,0.5517,0.7059,0.5333,0.6268,16,36,15,13
ResNet50,MLP_64_tanh,PCA15,0.6500,0.5517,0.7059,0.5333,0.6261,16,36,15,13
InceptionV3,GBM_200,ANOVA200_PCA5,0.6500,0.5517,0.7059,0.5333,0.6261,16,36,15,13
InceptionV3,LogReg_C1,ANOVA100_PCA10,0.6500,0.5517,0.7059,0.5333,0.6234,16,36,15,13
ResNet50,RF_100,ANOVA50_PCA5,0.6500,0.5517,0.7059,0.5333,0.6129,16,36,15,13
ResNet50,MLP_32_16,ANOVA20,0.6500,0.5517,0.7059,0.5333,0.5984,16,36,15,13
ResNet50,GBM_200,ANOVA50_PCA30,0.6500,0.5517,0.7059,0.5333,0.5896,16,36,15,13
ResNet50,MLP_32,PCA15,0.6500,0.5517,0.7059,0.5333,0.5683,16,36,15,13
DenseNet121,LogReg_C0.1,PCA10,0.6500,0.5172,0.7255,0.5172,0.6890,15,37,14,14
DenseNet121,SVM_linear_C1,PCA10,0.6500,0.5172,0.7255,0.5172,0.6694,15,37,14,14
ResNet50,MLP_64_tanh,PCA10,0.6500,0.5172,0.7255,0.5172,0.6613,15,37,14,14
DenseNet121,SGD_hinge,PCA15,0.6500,0.5172,0.7255,0.5172,0.6504,15,37,14,14
DenseNet121,SVM_linear_C1,ANOVA100_PCA30,0.6500,0.5172,0.7255,0.5172,0.6464,15,37,14,14
DenseNet121,SVM_linear_C1,ANOVA200_PCA15,0.6500,0.5172,0.7255,0.5172,0.6437,15,37,14,14
ResNet50,MLP_64,ANOVA200_PCA10,0.6500,0.5172,0.7255,0.5172,0.6416,15,37,14,14
DenseNet121,LogReg_C10,ANOVA200_PCA5,0.6500,0.5172,0.7255,0.5172,0.6376,15,37,14,14
ResNet50,GBM_200,ANOVA50_PCA5,0.6500,0.5172,0.7255,0.5172,0.6329,15,37,14,14
ResNet50,LDA,ANOVA10,0.6500,0.5172,0.7255,0.5172,0.6322,15,37,14,14
ResNet50,SVM_C1,ANOVA50_PCA5,0.6500,0.5172,0.7255,0.5172,0.6241,15,37,14,14
InceptionV3,LogReg_C1,ANOVA200,0.6500,0.5172,0.7255,0.5172,0.6227,15,37,14,14
DenseNet121,GBM_100,ANOVA200_PCA20,0.6500,0.5172,0.7255,0.5172,0.6220,15,37,14,14
InceptionV3,SGD_modified_huber,ANOVA50,0.6500,0.5172,0.7255,0.5172,0.6214,15,37,14,14
InceptionV3,LogReg_C1,ANOVA100_PCA15,0.6500,0.5172,0.7255,0.5172,0.6173,15,37,14,14
DenseNet121,SVM_linear_C1,ANOVA50_PCA15,0.6500,0.5172,0.7255,0.5172,0.6166,15,37,14,14
ResNet50,MLP_128_64,ANOVA50_PCA5,0.6500,0.5172,0.7255,0.5172,0.6139,15,37,14,14
InceptionV3,LogReg_C1,ANOVA200_PCA30,0.6500,0.5172,0.7255,0.5172,0.6119,15,37,14,14
InceptionV3,LogReg_l1_C1,ANOVA100_PCA10,0.6500,0.5172,0.7255,0.5172,0.6119,15,37,14,14
DenseNet121,LogReg_l1_C1,ANOVA20,0.6500,0.5172,0.7255,0.5172,0.6105,15,37,14,14
ResNet50,SVM_linear_C0.1,ANOVA100_PCA10,0.6500,0.5172,0.7255,0.5172,0.6092,15,37,14,14
ResNet50,AdaBoost_100,ANOVA100_PCA5,0.6500,0.5172,0.7255,0.5172,0.5930,15,37,14,14
ResNet50,MLP_32,ANOVA100_PCA15,0.6500,0.5172,0.7255,0.5172,0.5923,15,37,14,14
ResNet50,LogReg_elasticnet_C0.1,PCA50,0.6500,0.5172,0.7255,0.5172,0.5632,15,37,14,14
ResNet50,GBM_100,ANOVA200_PCA10,0.6500,0.5172,0.7255,0.5172,0.5524,15,37,14,14
DenseNet121,SVM_linear_C1,ANOVA10,0.6500,0.4828,0.7451,0.5000,0.7005,14,38,13,15
DenseNet121,SVM_linear_C0.1,PCA10,0.6500,0.4828,0.7451,0.5000,0.6815,14,38,13,15
DenseNet121,SVM_linear_C1,ANOVA20,0.6500,0.4828,0.7451,0.5000,0.6741,14,38,13,15
InceptionV3,GBM_200,ANOVA50_PCA30,0.6500,0.4828,0.7451,0.5000,0.6626,14,38,13,15
ResNet50,SVM_C0.5,ANOVA100_PCA20,0.6500,0.4828,0.7451,0.5000,0.6606,14,38,13,15
ResNet50,SVM_C0.5,ANOVA100_PCA15,0.6500,0.4828,0.7451,0.5000,0.6599,14,38,13,15
DenseNet121,LogReg_C0.1,ANOVA100_PCA10,0.6500,0.4828,0.7451,0.5000,0.6572,14,38,13,15
ResNet50,MLP_64_tanh,ANOVA200_PCA5,0.6500,0.4828,0.7451,0.5000,0.6572,14,38,13,15
DenseNet121,LogReg_C0.1,ANOVA200_PCA30,0.6500,0.4828,0.7451,0.5000,0.6565,14,38,13,15
DenseNet121,LogReg_C0.1,ANOVA200,0.6500,0.4828,0.7451,0.5000,0.6558,14,38,13,15
ResNet50,SVM_C0.5,ANOVA100_PCA30,0.6500,0.4828,0.7451,0.5000,0.6504,14,38,13,15
DenseNet121,LogReg_l1_C1,ANOVA50_PCA20,0.6500,0.4828,0.7451,0.5000,0.6498,14,38,13,15
DenseNet121,LogReg_l1_C1,ANOVA50_PCA30,0.6500,0.4828,0.7451,0.5000,0.6498,14,38,13,15
DenseNet121,LogReg_C0.1,ANOVA100,0.6500,0.4828,0.7451,0.5000,0.6477,14,38,13,15
DenseNet121,LogReg_C0.1,ANOVA100_PCA30,0.6500,0.4828,0.7451,0.5000,0.6477,14,38,13,15
DenseNet121,LogReg_C0.1,ANOVA100_PCA20,0.6500,0.4828,0.7451,0.5000,0.6471,14,38,13,15
DenseNet121,Ridge,ANOVA200_PCA5,0.6500,0.4828,0.7451,0.5000,0.6457,14,38,13,15
DenseNet121,Ridge_0.1,ANOVA200_PCA5,0.6500,0.4828,0.7451,0.5000,0.6457,14,38,13,15
DenseNet121,LogReg_elasticnet_C0.1,ANOVA10,0.6500,0.4828,0.7451,0.5000,0.6403,14,38,13,15
DenseNet121,LogReg_C1,ANOVA100_PCA10,0.6500,0.4828,0.7451,0.5000,0.6369,14,38,13,15
DenseNet121,SVM_linear_C1,ANOVA100_PCA10,0.6500,0.4828,0.7451,0.5000,0.6356,14,38,13,15
ResNet50,SVM_C10,ANOVA200,0.6500,0.4828,0.7451,0.5000,0.6342,14,38,13,15
InceptionV3,PassiveAggressive,ANOVA50_PCA5,0.6500,0.4828,0.7451,0.5000,0.6335,14,38,13,15
ResNet50,AdaBoost_100,PCA5,0.6500,0.4828,0.7451,0.5000,0.6305,14,38,13,15
ResNet50,GBM_100,ANOVA200_PCA5,0.6500,0.4828,0.7451,0.5000,0.6247,14,38,13,15
InceptionV3,AdaBoost_100,ANOVA100_PCA10,0.6500,0.4828,0.7451,0.5000,0.6241,14,38,13,15
InceptionV3,SVM_linear_C0.1,ANOVA100_PCA30,0.6500,0.4828,0.7451,0.5000,0.6227,14,38,13,15
DenseNet121,LogReg_C1,PCA20,0.6500,0.4828,0.7451,0.5000,0.6193,14,38,13,15
DenseNet121,SGD_modified_huber,ANOVA50_PCA30,0.6500,0.4828,0.7451,0.5000,0.6139,14,38,13,15
InceptionV3,MLP_64_tanh,ANOVA50_PCA30,0.6500,0.4828,0.7451,0.5000,0.6139,14,38,13,15
ResNet50,MLP_64_reg,ANOVA200_PCA5,0.6500,0.4828,0.7451,0.5000,0.6126,14,38,13,15
DenseNet121,SVM_linear_C0.1,PCA15,0.6500,0.4828,0.7451,0.5000,0.6119,14,38,13,15
InceptionV3,LogReg_C1,ANOVA200_PCA5,0.6500,0.4828,0.7451,0.5000,0.6038,14,38,13,15
InceptionV3,LogReg_C0.1,ANOVA200,0.6500,0.4828,0.7451,0.5000,0.6011,14,38,13,15
InceptionV3,SVM_linear_C1,ANOVA200_PCA5,0.6500,0.4828,0.7451,0.5000,0.6011,14,38,13,15
DenseNet121,LogReg_l1_C1,PCA15,0.6500,0.4828,0.7451,0.5000,0.5930,14,38,13,15
ResNet50,LogReg_l1_C0.1,PCA50,0.6500,0.4828,0.7451,0.5000,0.5659,14,38,13,15
DenseNet121,GBM_200,ANOVA50_PCA10,0.6500,0.4828,0.7451,0.5000,0.5646,14,38,13,15
ResNet50,GBM_200,ANOVA200_PCA10,0.6500,0.4828,0.7451,0.5000,0.5639,14,38,13,15
InceptionV3,Ridge,ANOVA100,0.6500,0.4828,0.7451,0.5000,0.5571,14,38,13,15
ResNet50,MLP_32_16,ANOVA100_PCA30,0.6500,0.4828,0.7451,0.5000,0.5551,14,38,13,15
ResNet50,LogReg_C1,ANOVA200,0.6500,0.4828,0.7451,0.5000,0.5335,14,38,13,15
ResNet50,AdaBoost_100,ANOVA100,0.6500,0.4483,0.7647,0.4815,0.6586,13,39,12,16
InceptionV3,MLP_128_64,ANOVA20,0.6500,0.4483,0.7647,0.4815,0.6545,13,39,12,16
ResNet50,MLP_32_16,ANOVA200_PCA5,0.6500,0.4483,0.7647,0.4815,0.6518,13,39,12,16
DenseNet121,LogReg_C0.1,ANOVA50_PCA10,0.6500,0.4483,0.7647,0.4815,0.6498,13,39,12,16
DenseNet121,LogReg_l1_C1,ANOVA50_PCA15,0.6500,0.4483,0.7647,0.4815,0.6498,13,39,12,16
DenseNet121,MLP_64_reg,ANOVA200_PCA5,0.6500,0.4483,0.7647,0.4815,0.6491,13,39,12,16
ResNet50,SVM_C0.5,ANOVA200_PCA10,0.6500,0.4483,0.7647,0.4815,0.6484,13,39,12,16
DenseNet121,MLP_64_tanh,PCA10,0.6500,0.4483,0.7647,0.4815,0.6410,13,39,12,16
DenseNet121,SVM_linear_C0.1,ANOVA50_PCA20,0.6500,0.4483,0.7647,0.4815,0.6410,13,39,12,16
ResNet50,SVM_C0.5,ANOVA200_PCA15,0.6500,0.4483,0.7647,0.4815,0.6383,13,39,12,16
DenseNet121,SVM_linear_C0.1,ANOVA50,0.6500,0.4483,0.7647,0.4815,0.6376,13,39,12,16
DenseNet121,SVM_linear_C0.1,ANOVA50_PCA15,0.6500,0.4483,0.7647,0.4815,0.6376,13,39,12,16
ResNet50,SVM_C10,ANOVA100_PCA15,0.6500,0.4483,0.7647,0.4815,0.6362,13,39,12,16
DenseNet121,LogReg_C1,ANOVA50_PCA10,0.6500,0.4483,0.7647,0.4815,0.6356,13,39,12,16
DenseNet121,SVM_linear_C0.1,ANOVA50_PCA30,0.6500,0.4483,0.7647,0.4815,0.6356,13,39,12,16
DenseNet121,SVM_linear_C0.1,PCA20,0.6500,0.4483,0.7647,0.4815,0.6322,13,39,12,16
InceptionV3,LogReg_elasticnet_C0.1,ANOVA100_PCA5,0.6500,0.4483,0.7647,0.4815,0.6302,13,39,12,16
InceptionV3,LogReg_elasticnet_C0.1,ANOVA100_PCA15,0.6500,0.4483,0.7647,0.4815,0.6281,13,39,12,16
InceptionV3,LogReg_elasticnet_C0.1,ANOVA100_PCA20,0.6500,0.4483,0.7647,0.4815,0.6281,13,39,12,16
InceptionV3,LogReg_elasticnet_C0.1,ANOVA100_PCA30,0.6500,0.4483,0.7647,0.4815,0.6281,13,39,12,16
